caseid,wt2,wt2a,knowledge,sex,race,age,female,white,oftenvote,conservative,prayfreq,heterosexual,married,yrsofschool,income,speaker,vp,pm,cj
217,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,26,1,0,Seldom,4,Several/Day,0,0,11,4,,,,
218,.40259999,38981.156441,0,1. Male respondent selected,2. Black/African-American,32,0,0,Always,2,Few times a week,1,1,13,,0,0,0,0
219,.48590001,47053.859624,1,2. Female respondent selected,2. Black/African-American,48,1,0,Part of the Time,2,Daily,1,0,13,13,0,0,0,1
220,.75760001,73362.041591,0,1. Male respondent selected,4. Other race,18. 18 years old,0,0,Seldom,4,Once/week,1,0,12,2,0,0,0,0
221,.48590001,47053.859624,0,2. Female respondent selected,2. Black/African-American,41,1,0,Always,2,Daily,0,0,14,16,0,0,0,0
222,.74190003,71836.11367000001,0,2. Female respondent selected,1. White,43,1,1,Always,4,Few times a week,1,1,12,6,0,0,0,0
223,.28529999,27623.004564,1,2. Female respondent selected,4. Other race,46,1,0,Nearly Always,6,Few times a week,1,1,13,11,0,1,0,0
224,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,18. 18 years old,0,0,,,Daily,1,0,12,,,,,
225,.2357,22819.147713,3,1. Male respondent selected,4. Other race,36,0,0,Always,2,Once/week,1,1,13,18,1,1,0,1
226,.29890001,28938.739573,0,2. Female respondent selected,1. White,44,1,1,Seldom,,Never,1,0,12,9,0,0,0,0
227,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,59,0,1,Seldom,4,Once/week,1,1,13,13,,,,
228,.75760001,73362.041591,0,2. Female respondent selected,4. Other race,18. 18 years old,1,0,,3,Few times a week,1,0,12,1,0,0,0,0
229,.5977,57876.889619,0,2. Female respondent selected,4. Other race,45,1,0,Nearly Always,,Several/Day,1,1,12,1,0,0,0,0
230,.28529999,27623.004564,3,2. Female respondent selected,4. Other race,44,1,0,Always,6,Daily,1,0,13,18,1,1,1,0
231,.24690001,23905.822597,0,2. Female respondent selected,4. Other race,31,1,0,Seldom,,Few times a week,1,1,12,1,0,0,0,0
232,.4463,43218.160508,0,1. Male respondent selected,2. Black/African-American,57,0,0,Always,1,Never,1,1,14,16,0,0,0,0
233,.74190003,71836.11367000001,3,1. Male respondent selected,1. White,44,0,1,Seldom,3,Once/week,1,0,12,16,1,1,0,1
234,.2814,27244.403089,2,1. Male respondent selected,2. Black/African-American,73,0,0,Always,,Daily,1,0,7,2,1,1,0,0
235,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,2. Black/African-American,61,0,0,Seldom,,Never,1,0,14,6,,,,
236,.88599998,85786.287767,4,1. Male respondent selected,1. White,49,0,1,Always,4,Several/Day,1,1,16,18,1,1,1,1
237,.73390001,71061.59526,2,1. Male respondent selected,1. White,75,0,1,Always,6,Several/Day,1,1,13,17,1,1,0,0
238,.77090001,74643.708302,3,2. Female respondent selected,1. White,40,1,1,Seldom,4,Never,1,1,16,2,0,1,1,1
239,.56239998,54455.002476,2,2. Female respondent selected,1. White,59,1,1,Always,6,Few times a week,1,1,14,15,1,1,0,0
240,.56239998,54455.002476,2,2. Female respondent selected,1. White,64,1,1,Always,4,Few times a week,1,0,14,13,1,1,0,0
241,.90549999,87681.960272,0,2. Female respondent selected,1. White,19,1,1,Seldom,2,Never,0,0,13,4,0,0,0,0
242,.4483,43408.109359,2,1. Male respondent selected,4. Other race,44,0,0,Always,7,Several/Day,1,1,12,14,1,1,0,0
243,.70359999,68127.354431,4,1. Male respondent selected,1. White,68,0,1,Always,6,Several/Day,1,1,17,12,1,1,1,1
244,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,72,0,0,Nearly Always,4,Daily,1,1,13,25,,,,
245,.62110001,60145.368854,0,1. Male respondent selected,1. White,55,0,1,Nearly Always,5,Daily,1,1,14,18,0,0,0,0
246,.67860001,65707.07608499999,2,1. Male respondent selected,1. White,26,0,1,Nearly Always,6,Several/Day,1,0,16,2,1,1,0,0
247,.77090001,74643.708302,1,2. Female respondent selected,1. White,49,1,1,Nearly Always,3,Few times a week,1,1,15,18,0,1,0,0
248,.88599998,85786.287767,1,1. Male respondent selected,1. White,47,0,1,Nearly Always,5,Few times a week,1,1,17,21,0,1,0,0
249,.91170001,88274.359385,2,1. Male respondent selected,1. White,90. 90 years old or older,0,1,Always,6,Several/Day,1,1,8,19,1,1,0,0
250,.74190003,71836.11367000001,1,1. Male respondent selected,1. White,45,0,1,Always,,Daily,1,1,12,22,0,1,0,0
251,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,83,1,1,Always,2,Daily,1,1,12,3,,,,
252,.47130001,45637.830566,0,2. Female respondent selected,4. Other race,34,1,0,Seldom,5,Several/Day,1,1,13,,0,0,0,0
253,1.1069,107180.951888,2,1. Male respondent selected,1. White,54,0,1,Nearly Always,7,Several/Day,1,1,13,13,1,1,0,0
254,1.9737,191113.921885,0,1. Male respondent selected,4. Other race,47,0,0,Always,4,Never,1,1,13,14,0,0,0,0
255,.76880002,74446.391017,2,2. Female respondent selected,1. White,75,1,1,Always,6,Several/Day,1,0,12,13,1,1,0,0
256,.588,56938.655234,0,2. Female respondent selected,1. White,33,1,1,Nearly Always,4,,1,1,14,13,0,0,0,0
257,1.6188999,156760.944035,3,2. Female respondent selected,1. White,27,1,1,Nearly Always,2,Daily,1,0,17,16,1,1,1,0
258,.37490001,36305.946831,3,1. Male respondent selected,2. Black/African-American,54,0,0,Always,4,Once/week,1,0,12,11,1,1,1,0
259,.30939999,29956.027634,4,2. Female respondent selected,4. Other race,31,1,0,Nearly Always,,Several/Day,1,1,13,8,1,1,1,1
260,.3418,33095.586448,1,1. Male respondent selected,4. Other race,50,0,0,Seldom,5,Never,1,1,12,13,0,0,1,0
261,.588,56938.655234,4,2. Female respondent selected,1. White,33,1,1,Part of the Time,4,Daily,1,0,14,16,1,1,1,1
262,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,,21,0,0,Part of the Time,,,,,,,,,,
263,.4483,43408.109359,1,1. Male respondent selected,4. Other race,43,0,0,Part of the Time,4,Daily,1,1,12,15,1,0,0,0
264,.74190003,71836.11367000001,2,2. Female respondent selected,1. White,39,1,1,Seldom,,Daily,1,0,12,11,1,1,0,0
265,.62110001,60145.368854,1,1. Male respondent selected,1. White,56,0,1,Always,7,Several/Day,1,1,14,22,0,1,0,0
266,.2604,25210.721696,1,1. Male respondent selected,1. White,53,0,1,Seldom,4,Few times a week,1,0,12,9,1,0,0,0
267,.29890001,28938.44481,3,2. Female respondent selected,4. Other race,42,1,0,Nearly Always,4,Few times a week,1,0,12,11,1,0,1,1
268,.77160001,74713.97012899999,1,2. Female respondent selected,1. White,56,1,1,Part of the Time,,Few times a week,1,0,10,2,0,0,0,1
269,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,,20,0,0,Always,,Daily,1,1,12,7,,,,
270,.38659999,37434.57806,2,2. Female respondent selected,2. Black/African-American,68,1,0,Seldom,,Daily,1,0,12,16,1,0,1,0
271,1.1064,107133.97989,3,1. Male respondent selected,1. White,29,0,1,Part of the Time,4,Never,1,0,12,13,0,1,1,1
272,2.5409,246036.044184,3,2. Female respondent selected,1. White,53,1,1,Always,2,Several/Day,1,1,16,5,0,1,1,1
273,.76359999,73941.248203,2,1. Male respondent selected,1. White,,0,1,,,Never,1,,,,0,1,1,0
274,1.3456,130288.577593,2,2. Female respondent selected,1. White,29,1,1,Always,2,Never,1,0,16,17,1,1,0,0
275,1.3968,135253.823593,4,2. Female respondent selected,1. White,37,1,1,Nearly Always,2,Once/week,1,0,15,1,1,1,1,1
276,.66460001,64357.268856,3,1. Male respondent selected,2. Black/African-American,53,0,0,Always,4,Daily,0,0,12,13,1,1,1,0
277,1.3456,130288.577593,4,1. Male respondent selected,1. White,23,0,1,Nearly Always,2,Never,1,0,16,18,1,1,1,1
278,.62959999,60966.896175,2,1. Male respondent selected,2. Black/African-American,33,0,0,Seldom,5,Never,1,0,11,1,0,1,1,0
279,1.4755,142871.149229,4,1. Male respondent selected,1. White,52,0,1,Always,2,Never,1,1,16,25,1,1,1,1
280,.96820003,93750.58030099999,1,1. Male respondent selected,2. Black/African-American,,0,0,Seldom,,Once/week,1,0,12,1,0,0,1,0
281,.92299998,89371.343118,2,2. Female respondent selected,1. White,54,1,1,Seldom,2,Once/week,1,0,17,13,1,1,0,0
282,.838,81143.13484899999,2,1. Male respondent selected,1. White,34,0,1,Always,2,Never,0,0,16,18,1,1,0,0
283,.58939999,57069.75559,3,1. Male respondent selected,1. White,80,0,1,Always,4,Few times a week,1,0,15,9,1,1,0,1
284,.87379998,84606.415932,1,2. Female respondent selected,1. White,31,1,1,Nearly Always,2,Once/week,,0,16,21,0,1,0,0
285,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,35,1,1,Nearly Always,2,Never,1,0,17,19,,,,
286,.3863,37407.189499,1,1. Male respondent selected,4. Other race,37,0,0,Always,2,Once/week,0,0,16,17,0,0,0,1
287,.88599998,85786.287767,4,1. Male respondent selected,1. White,48,0,1,Always,4,Few times a week,0,0,17,20,1,1,1,1
288,.3863,37407.189499,4,2. Female respondent selected,1. White,38,1,1,Nearly Always,3,Once/week,1,0,16,14,1,1,1,1
289,2.4054999,232918.373633,3,1. Male respondent selected,1. White,32,0,1,Always,2,Never,1,0,16,13,1,1,1,0
290,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,21,1,1,Part of the Time,2,Few times a week,1,0,14,2,,,,
291,.27900001,27014.491599,2,1. Male respondent selected,4. Other race,60,0,0,Seldom,4,Several/Day,0,0,17,13,1,1,0,0
292,.588,56938.655234,0,2. Female respondent selected,6. Black and another race,30,1,0,Seldom,,Several/Day,1,0,13,17,0,0,0,0
293,.99519998,96360.799096,2,2. Female respondent selected,1. White,,1,1,Nearly Always,3,Never,1,0,12,16,1,1,0,0
294,2.4401,236274.699887,3,2. Female respondent selected,1. White,25,1,1,Always,1,Once/week,0,0,16,9,1,1,0,1
295,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,,1,1,Nearly Always,3,Never,1,0,16,19,,,,
296,.72549999,70246.69931,0,2. Female respondent selected,2. Black/African-American,47,1,0,Part of the Time,,Daily,1,0,14,15,0,0,0,0
297,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,2. Black/African-American,23,1,0,Seldom,,Few times a week,1,0,14,6,,,,
298,.90549999,87681.960272,0,2. Female respondent selected,1. White,23,1,1,Seldom,,Once/week,1,0,14,9,0,0,0,0
299,.27610001,26738.345771,0,1. Male respondent selected,2. Black/African-American,42,0,0,Seldom,4,Daily,1,0,12,19,0,0,0,0
300,.5054,48934.388356,0,1. Male respondent selected,6. Black and another race,46,0,0,Seldom,7,Daily,1,0,12,,0,0,0,0
301,1.1329,109696.808614,0,2. Female respondent selected,4. Other race,23,1,0,Seldom,4,Once/week,1,0,16,3,0,0,0,0
302,.73570001,71234.59314300001,0,2. Female respondent selected,,,1,0,Nearly Always,2,Several/Day,1,0,17,1,0,0,0,0
303,.3955,38291.861971,0,2. Female respondent selected,2. Black/African-American,23,1,0,Seldom,4,Several/Day,1,0,14,8,0,0,0,0
304,.3788,36681.020796,0,2. Female respondent selected,4. Other race,19,1,0,Seldom,4,Few times a week,1,0,12,3,0,0,0,0
305,.70819998,68569.997349,0,2. Female respondent selected,4. Other race,48,1,0,Seldom,2,Daily,1,0,13,8,0,0,0,0
306,.31040001,30058.488575,0,2. Female respondent selected,2. Black/African-American,45,1,0,Always,7,Several/Day,1,0,16,7,0,0,0,0
307,.90549999,87681.960272,0,2. Female respondent selected,1. White,26,1,1,Part of the Time,2,Once/week,1,0,13,11,0,0,0,0
308,.29890001,28938.44481,0,2. Female respondent selected,4. Other race,39,1,0,Seldom,6,Few times a week,1,1,10,,0,0,0,0
309,.94870001,91858.414882,0,1. Male respondent selected,1. White,21,0,1,Seldom,3,Never,1,0,12,13,0,0,0,0
310,.73570001,71234.59314300001,0,2. Female respondent selected,1. White,31,1,1,Nearly Always,,Several/Day,1,1,17,4,0,0,0,0
311,.45930001,44477.433271,0,2. Female respondent selected,6. Black and another race,25,1,0,Always,2,Few times a week,1,0,13,16,0,0,0,0
312,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,59,1,0,Always,6,Several/Day,1,0,14,16,,,,
313,.63120002,61114.877526,0,2. Female respondent selected,2. Black/African-American,26,1,0,Nearly Always,2,Several/Day,1,1,17,19,0,0,0,0
314,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,64,0,1,Always,,Once/week,1,1,12,25,,,,
315,.90549999,87681.960272,0,2. Female respondent selected,1. White,25,1,1,Always,6,Several/Day,1,1,16,18,0,0,0,0
316,.616,59650.749129,0,2. Female respondent selected,1. White,34,1,1,Nearly Always,6,Few times a week,1,1,12,14,0,0,0,0
317,.77710003,75246.436048,0,1. Male respondent selected,1. White,59,0,1,Always,6,Several/Day,,0,17,18,0,0,0,0
318,.74190003,71836.11367000001,0,2. Female respondent selected,1. White,41,1,1,Seldom,,Few times a week,1,1,12,1,0,0,0,0
319,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,40,0,0,Seldom,4,Once/week,1,1,12,11,,,,
320,.74190003,71836.11367000001,0,1. Male respondent selected,1. White,44,0,1,Seldom,,Once/week,1,0,12,12,0,0,0,0
321,.4149,40172.841776,0,2. Female respondent selected,2. Black/African-American,44,1,0,Nearly Always,4,Few times a week,1,1,12,11,0,0,0,0
322,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,33,1,1,Seldom,3,Once/week,1,1,12,13,,,,
323,.62669998,60682.410673,0,2. Female respondent selected,2. Black/African-American,18. 18 years old,1,0,Seldom,4,Daily,1,0,12,1,0,0,0,0
324,.93559998,90597.156388,2,2. Female respondent selected,1. White,45,1,1,Nearly Always,2,Daily,1,0,16,21,1,1,0,0
325,1.4957,144830.763402,2,1. Male respondent selected,1. White,45,0,1,Always,2,Once/week,1,1,15,14,1,1,0,0
326,.75999999,73592.68005900001,0,2. Female respondent selected,2. Black/African-American,44,1,0,Always,1,,1,0,12,1,0,0,0,0
327,.95630002,92599.137623,3,2. Female respondent selected,1. White,23,1,1,Always,2,Daily,1,1,15,1,1,1,0,1
328,.472,45708.099713,2,2. Female respondent selected,4. Other race,33,1,0,Nearly Always,2,Daily,1,0,17,19,1,1,0,0
329,1.0592999,102568.1197,2,1. Male respondent selected,1. White,87,0,1,Part of the Time,,Once/week,1,1,12,,1,1,0,0
330,.85479999,82769.201919,3,1. Male respondent selected,1. White,31,0,1,Always,2,Never,1,1,17,18,1,1,0,1
331,.3109,30106.197102,1,1. Male respondent selected,5. White and another race,59,0,0,Always,2,Few times a week,,0,17,,0,1,0,0
332,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,37,0,1,Seldom,3,Never,1,1,14,16,,,,
333,.80360001,77814.238826,2,1. Male respondent selected,1. White,55,0,1,Always,4,Once/week,1,0,14,20,0,1,0,1
334,.616,59650.749129,0,1. Male respondent selected,1. White,38,0,1,Part of the Time,4,Daily,1,1,12,25,0,0,0,0
335,.70359999,68127.354431,2,1. Male respondent selected,1. White,61,0,1,Always,5,Never,1,1,17,,1,1,0,0
336,.73570001,71234.59314300001,2,2. Female respondent selected,1. White,36,1,1,Nearly Always,5,Never,1,1,16,1,1,1,0,0
337,.77710003,75246.436048,2,1. Male respondent selected,1. White,57,0,1,Always,2,Daily,1,1,16,17,1,1,0,0
338,.70359999,68127.354431,3,2. Female respondent selected,1. White,60,1,1,Nearly Always,6,Daily,1,1,16,9,1,1,1,0
339,.83770001,81117.123796,1,1. Male respondent selected,1. White,44,0,1,Always,4,Few times a week,1,0,13,18,0,1,0,0
340,.588,56938.655234,1,2. Female respondent selected,1. White,34,1,1,Seldom,2,Never,1,1,13,1,0,1,0,0
341,.88599998,85786.287767,3,1. Male respondent selected,1. White,46,0,1,Nearly Always,6,Several/Day,1,1,16,25,1,1,0,1
342,.33790001,32717.466053,2,2. Female respondent selected,1. White,52,1,1,Nearly Always,4,Daily,1,1,16,9,1,1,0,0
343,.58969998,57096.401011,3,1. Male respondent selected,4. Other race,31,0,0,Always,3,Daily,1,1,16,17,1,1,1,0
344,3.0021,290690.939707,3,1. Male respondent selected,1. White,80,0,1,Always,4,Never,1,1,16,18,1,1,1,0
345,1.4857,143858.630403,3,2. Female respondent selected,1. White,67,1,1,Always,5,Daily,1,1,14,3,1,1,0,1
346,.73390001,71061.59526,3,1. Male respondent selected,1. White,70,0,1,Seldom,6,Once/week,1,1,14,11,1,1,1,0
347,.86470002,83727.421911,4,2. Female respondent selected,1. White,58,1,1,Always,2,Daily,1,1,12,16,1,1,1,1
348,1.7294,167454.843823,0,1. Male respondent selected,1. White,57,0,1,Always,6,Several/Day,1,1,12,13,0,0,0,0
349,1.4981,145063.095069,2,2. Female respondent selected,1. White,29,1,1,Nearly Always,1,Several/Day,0,0,12,7,1,1,0,0
350,1.6164,156509.79666,0,1. Male respondent selected,1. White,18. 18 years old,0,1,Seldom,3,Several/Day,1,0,12,3,0,0,0,0
351,1.1359,109990.577663,2,2. Female respondent selected,1. White,30,1,1,Seldom,,Several/Day,1,,,,0,1,1,0
352,.77710003,75246.436048,0,2. Female respondent selected,1. White,56,1,1,Nearly Always,,Never,1,0,16,17,0,0,0,0
353,.2357,22818.915283,0,2. Female respondent selected,,30,1,0,Always,4,Daily,1,1,14,1,0,0,0,0
354,.65069997,63010.204474,2,2. Female respondent selected,1. White,54,1,1,Nearly Always,5,Several/Day,1,1,12,8,1,1,0,0
355,.73570001,71234.59314300001,4,2. Female respondent selected,1. White,30,1,1,Nearly Always,2,Never,1,0,17,13,1,1,1,1
356,.58920002,57048.795377,4,2. Female respondent selected,1. White,66,1,1,Always,,Few times a week,1,1,12,7,1,1,1,1
357,.73570001,71234.59314300001,2,1. Male respondent selected,1. White,35,0,1,Nearly Always,5,Daily,1,1,17,17,1,1,0,0
358,.69859999,67645.265228,2,1. Male respondent selected,1. White,68,0,1,Seldom,,Once/week,1,0,11,,1,1,0,0
359,.588,56938.655234,1,1. Male respondent selected,1. White,36,0,1,Nearly Always,4,Once/week,1,1,14,16,0,1,0,0
360,.27900001,27014.491599,3,1. Male respondent selected,1. White,67,0,1,Always,2,Daily,1,0,17,17,1,1,0,1
361,.30000001,29048.012072,2,2. Female respondent selected,1. White,32,1,1,Always,6,Daily,1,1,13,1,0,1,0,1
362,.88599998,85786.287767,3,2. Female respondent selected,1. White,41,1,1,Nearly Always,5,Daily,1,1,17,1,1,1,0,1
363,.54470003,52744.741837,1,2. Female respondent selected,,41,1,0,Seldom,,Several/Day,1,0,14,16,0,1,0,0
364,.30000001,29048.012072,1,1. Male respondent selected,1. White,33,0,1,Seldom,2,Few times a week,1,1,14,17,0,1,0,0
365,.62110001,60145.368854,2,1. Male respondent selected,1. White,56,0,1,Always,5,Few times a week,1,1,14,18,1,0,0,1
366,.70569998,68335.515908,2,2. Female respondent selected,1. White,34,1,1,Nearly Always,6,Once/week,1,1,14,20,1,1,0,0
367,1.1386,110244.826569,0,1. Male respondent selected,1. White,23,0,1,Always,2,Never,1,1,12,14,0,0,0,0
368,.84990001,82294.991432,2,2. Female respondent selected,1. White,49,1,1,Nearly Always,3,Several/Day,1,0,13,8,1,1,0,0
369,.616,59650.749129,3,1. Male respondent selected,1. White,31,0,1,Part of the Time,4,Daily,1,0,12,14,0,1,1,1
370,1.0868,105232.411379,3,1. Male respondent selected,1. White,19,0,1,Always,5,Several/Day,1,1,14,5,0,1,1,1
371,.70709997,68467.701739,4,1. Male respondent selected,1. White,67,0,1,Part of the Time,4,Few times a week,1,1,12,14,1,1,1,1
372,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,35,1,1,Seldom,3,Once/week,1,0,16,20,,,,
373,.90549999,87681.960272,4,2. Female respondent selected,1. White,28,1,1,Seldom,2,Never,1,0,14,16,1,1,1,1
374,.50040001,48451.908412,0,2. Female respondent selected,4. Other race,23,1,0,Seldom,3,Several/Day,1,1,11,12,0,0,0,0
375,.56239998,54455.002476,3,1. Male respondent selected,1. White,60,0,1,Always,7,Once/week,1,1,15,14,1,1,0,1
376,.77160001,74713.97012899999,0,1. Male respondent selected,1. White,54,0,1,Seldom,4,Daily,1,0,11,16,0,0,0,0
377,.9181,88903.46647,4,2. Female respondent selected,1. White,74,1,1,Always,2,Never,1,0,17,8,1,1,1,1
378,.30860001,29880.731644,2,2. Female respondent selected,1. White,61,1,1,Always,,Few times a week,1,1,12,11,1,1,0,0
379,.39480001,38224.750759,4,2. Female respondent selected,4. Other race,48,1,0,Nearly Always,4,Several/Day,1,0,12,13,1,1,1,1
